from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Grantley Adams Intl,Bridgetown,Barbados,-59.155,13.124,Thomsonfly,United Kingdom,6785
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Gran Canaria,Gran Canaria,Spain,-14.978,28.553,Thomsonfly,United Kingdom,3140
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Tenerife Sur,Tenerife,Spain,-16.288,28.074,Thomsonfly,United Kingdom,3228
Gatwick,London,United Kingdom,0.349,51.246,Lisboa,Lisbon,Portugal,-8.56,39.302,TAP Portugal,Portugal,1497
Gatwick,London,United Kingdom,0.349,51.246,Porto,Porto,Portugal,-8.469,41.413,TAP Portugal,Portugal,1284
Heathrow,London,United Kingdom,-0.103,51.795,Madeira,Funchal,Portugal,-16.625,33.163,TAP Portugal,Portugal,2462
Heathrow,London,United Kingdom,-0.103,51.795,Lisboa,Lisbon,Portugal,-8.56,39.302,TAP Portugal,Portugal,1534
Manchester,Manchester,United Kingdom,-1.792,53.589,Lisboa,Lisbon,Portugal,-8.56,39.302,TAP Portugal,Portugal,1669
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Transat,Canada,5236
Gatwick,London,United Kingdom,0.349,51.246,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Air Transat,Canada,7597
Gatwick,London,United Kingdom,0.349,51.246,Calgary Intl,Calgary,Canada,-113.368,51.189,Air Transat,Canada,7034
Gatwick,London,United Kingdom,0.349,51.246,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Transat,Canada,5722
Manchester,Manchester,United Kingdom,-1.792,53.589,Calgary Intl,Calgary,Canada,-113.368,51.189,Air Transat,Canada,6742
Manchester,Manchester,United Kingdom,-1.792,53.589,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Air Transat,Canada,5483
Heathrow,London,United Kingdom,-0.103,51.795,Carthage,Tunis,Tunisia,10.378,37.418,Tunisair,Tunisia,1796
Manchester,Manchester,United Kingdom,-1.792,53.589,Carthage,Tunis,Tunisia,10.378,37.418,Tunisair,Tunisia,2026
Dyce,Aberdeen,United Kingdom,-1.663,57.336,Gatwick,London,United Kingdom,0.349,51.246,easyJet,United Kingdom,689
Dyce,Aberdeen,United Kingdom,-1.663,57.336,Luton,London,United Kingdom,0.052,52.457,easyJet,United Kingdom,553
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Malaga,Malaga,Spain,-4.166,37.124,easyJet,United Kingdom,2001
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Alicante,Alicante,Spain,-0.264,38.47,easyJet,United Kingdom,1892
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Schiphol,Amsterdam,Netherlands,5.273,52.514,easyJet,United Kingdom,774
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Barcelona,Barcelona,Spain,2.13,41.495,easyJet,United Kingdom,1616
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Bristol,Bristol,United Kingdom,-2.532,51.637,easyJet,United Kingdom,437
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Charles De Gaulle,Paris,France,2.916,49.021,easyJet,United Kingdom,894
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,easyJet,United Kingdom,237
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Faro,Faro,Portugal,-7.944,37.024,easyJet,United Kingdom,2016
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Glasgow,Glasgow,United Kingdom,-4.056,56.453,easyJet,United Kingdom,182
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,easyJet,United Kingdom,1274
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Balice,Krakow,Poland,20.308,50.129,easyJet,United Kingdom,1827
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Gatwick,London,United Kingdom,0.349,51.246,easyJet,United Kingdom,587
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Liverpool,Liverpool,United Kingdom,-2.75,53.556,easyJet,United Kingdom,256
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Luton,London,United Kingdom,0.052,52.457,easyJet,United Kingdom,477
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Manchester,Manchester,United Kingdom,-1.792,53.589,easyJet,United Kingdom,303
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Luqa,Malta,Malta,14.795,36.429,easyJet,United Kingdom,2593
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Newcastle,Newcastle,United Kingdom,-1.487,55.062,easyJet,United Kingdom,267
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Stansted,London,United Kingdom,0.391,52.475,easyJet,United Kingdom,494
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Saint Geoirs,Grenoble,France,5.548,45.604,easyJet,United Kingdom,948
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,easyJet,United Kingdom,900
Bournemouth,Bournemouth,United Kingdom,-1.738,51.3,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,easyJet,United Kingdom,794
Bristol,Bristol,United Kingdom,-2.532,51.637,Malaga,Malaga,Spain,-4.166,37.124,easyJet,United Kingdom,1618
Bristol,Bristol,United Kingdom,-2.532,51.637,Alicante,Alicante,Spain,-0.264,38.47,easyJet,United Kingdom,1474
Bristol,Bristol,United Kingdom,-2.532,51.637,Schiphol,Amsterdam,Netherlands,5.273,52.514,easyJet,United Kingdom,541
Bristol,Bristol,United Kingdom,-2.532,51.637,Barcelona,Barcelona,Spain,2.13,41.495,easyJet,United Kingdom,1182
Bristol,Bristol,United Kingdom,-2.532,51.637,Aldergrove,Belfast,United Kingdom,-5.694,55.095,easyJet,United Kingdom,437
Bristol,Bristol,United Kingdom,-2.532,51.637,Charles De Gaulle,Paris,France,2.916,49.021,easyJet,United Kingdom,483
Bristol,Bristol,United Kingdom,-2.532,51.637,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,easyJet,United Kingdom,550
Bristol,Bristol,United Kingdom,-2.532,51.637,Faro,Faro,Portugal,-7.944,37.024,easyJet,United Kingdom,1679
Bristol,Bristol,United Kingdom,-2.532,51.637,Fiumicino,Rome,Italy,12.417,42.34,easyJet,United Kingdom,1529
Bristol,Bristol,United Kingdom,-2.532,51.637,Madeira,Funchal,Portugal,-16.625,33.163,easyJet,United Kingdom,2348
Bristol,Bristol,United Kingdom,-2.532,51.637,Fuerteventura,Fuerteventura,Spain,-13.773,28.754,easyJet,United Kingdom,2710
Bristol,Bristol,United Kingdom,-2.532,51.637,Glasgow,Glasgow,United Kingdom,-4.056,56.453,easyJet,United Kingdom,544
Bristol,Bristol,United Kingdom,-2.532,51.637,Saint Geoirs,Grenoble,France,5.548,45.604,easyJet,United Kingdom,894
Bristol,Bristol,United Kingdom,-2.532,51.637,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,easyJet,United Kingdom,861
Bristol,Bristol,United Kingdom,-2.532,51.637,Innsbruck,Innsbruck,Austria,11.573,47.433,easyJet,United Kingdom,1117
Bristol,Bristol,United Kingdom,-2.532,51.637,Inverness,Inverness,United Kingdom,-3.413,57.904,easyJet,United Kingdom,699
Bristol,Bristol,United Kingdom,-2.532,51.637,Balice,Krakow,Poland,20.308,50.129,easyJet,United Kingdom,1604
Bristol,Bristol,United Kingdom,-2.532,51.637,Saint Exupery,Lyon,France,5.151,46.21,easyJet,United Kingdom,823
Bristol,Bristol,United Kingdom,-2.532,51.637,Barajas,Madrid,Spain,-3.278,40.822,easyJet,United Kingdom,1203
Bristol,Bristol,United Kingdom,-2.532,51.637,Murcia San Javier,Murcia,Spain,-0.688,38.291,easyJet,United Kingdom,1490
Bristol,Bristol,United Kingdom,-2.532,51.637,Cote D Azur,Nice,France,7.359,44.097,easyJet,United Kingdom,1114
Bristol,Bristol,United Kingdom,-2.532,51.637,Newcastle,Newcastle,United Kingdom,-1.487,55.062,easyJet,United Kingdom,387
Bristol,Bristol,United Kingdom,-2.532,51.637,Pafos Intl,Paphos,Cyprus,32.809,35.196,easyJet,United Kingdom,3340
Bristol,Bristol,United Kingdom,-2.532,51.637,Son Sant Joan,Palma de Mallorca,Spain,3.212,39.922,easyJet,United Kingdom,1375
Bristol,Bristol,United Kingdom,-2.532,51.637,Ruzyne,Prague,Czech Republic,14.433,50.168,easyJet,United Kingdom,1198
Bristol,Bristol,United Kingdom,-2.532,51.637,Schonefeld,Berlin,Germany,13.87,52.633,easyJet,United Kingdom,1122
Bristol,Bristol,United Kingdom,-2.532,51.637,Salzburg,Salzburg,Austria,13.007,48.322,easyJet,United Kingdom,1168
Bristol,Bristol,United Kingdom,-2.532,51.637,Tenerife Sur,Tenerife,Spain,-16.288,28.074,easyJet,United Kingdom,2860
Bristol,Bristol,United Kingdom,-2.532,51.637,Blagnac,Toulouse,France,1.606,44.048,easyJet,United Kingdom,898
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Schiphol,Amsterdam,Netherlands,5.273,52.514,easyJet,United Kingdom,696
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Eleftherios Venizelos Intl,Athens,Greece,24.574,38.56,easyJet,United Kingdom,2841
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Aldergrove,Belfast,United Kingdom,-5.694,55.095,easyJet,United Kingdom,237
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Bristol,Bristol,United Kingdom,-2.532,51.637,easyJet,United Kingdom,550
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Charles De Gaulle,Paris,France,2.916,49.021,easyJet,United Kingdom,928
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Saint Geoirs,Grenoble,France,5.548,45.604,easyJet,United Kingdom,1355
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,easyJet,United Kingdom,1294
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Balice,Krakow,Poland,20.308,50.129,easyJet,United Kingdom,1691
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Gatwick,London,United Kingdom,0.349,51.246,easyJet,United Kingdom,631
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Luton,London,United Kingdom,0.052,52.457,easyJet,United Kingdom,497
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Saint Exupery,Lyon,France,5.151,46.21,easyJet,United Kingdom,1281
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Barajas,Madrid,Spain,-3.278,40.822,easyJet,United Kingdom,1752
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Franz Josef Strauss,Munich,Germany,12.31,48.589,easyJet,United Kingdom,1356
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Malpensa,Milano,Italy,9.213,46.051,easyJet,United Kingdom,1439
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Pafos Intl,Paphos,Cyprus,32.809,35.196,easyJet,United Kingdom,3579
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Stansted,London,United Kingdom,0.391,52.475,easyJet,United Kingdom,505
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Tenerife Sur,Tenerife,Spain,-16.288,28.074,easyJet,United Kingdom,3340
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Malaga,Malaga,Spain,-4.166,37.124,easyJet,United Kingdom,2149
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Alicante,Alicante,Spain,-0.264,38.47,easyJet,United Kingdom,2019
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Schiphol,Amsterdam,Netherlands,5.273,52.514,easyJet,United Kingdom,743
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Aldergrove,Belfast,United Kingdom,-5.694,55.095,easyJet,United Kingdom,182
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Bristol,Bristol,United Kingdom,-2.532,51.637,easyJet,United Kingdom,544
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Charles De Gaulle,Paris,France,2.916,49.021,easyJet,United Kingdom,949
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Faro,Faro,Portugal,-7.944,37.024,easyJet,United Kingdom,2179
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,easyJet,United Kingdom,1321
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Gatwick,London,United Kingdom,0.349,51.246,easyJet,United Kingdom,646
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Luton,London,United Kingdom,0.052,52.457,easyJet,United Kingdom,517
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Stansted,London,United Kingdom,0.391,52.475,easyJet,United Kingdom,527
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Schonefeld,Berlin,Germany,13.87,52.633,easyJet,United Kingdom,1227
Inverness,Inverness,United Kingdom,-3.413,57.904,Bristol,Bristol,United Kingdom,-2.532,51.637,easyJet,United Kingdom,699
Inverness,Inverness,United Kingdom,-3.413,57.904,Gatwick,London,United Kingdom,0.349,51.246,easyJet,United Kingdom,778
Inverness,Inverness,United Kingdom,-3.413,57.904,Luton,London,United Kingdom,0.052,52.457,easyJet,United Kingdom,644
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,easyJet,United Kingdom,1043
Gatwick,London,United Kingdom,0.349,51.246,Dyce,Aberdeen,United Kingdom,-1.663,57.336,easyJet,United Kingdom,689
Gatwick,London,United Kingdom,0.349,51.246,Lanzarote,Las Palmas,Spain,-13.343,29.575,easyJet,United Kingdom,2663
Gatwick,London,United Kingdom,0.349,51.246,Inezgane,Agadir,Morocco,-9.244,30.635,easyJet,United Kingdom,2424
Gatwick,London,United Kingdom,0.349,51.246,Malaga,Malaga,Spain,-4.166,37.124,easyJet,United Kingdom,1610
Gatwick,London,United Kingdom,0.349,51.246,Alicante,Alicante,Spain,-0.264,38.47,easyJet,United Kingdom,1421
Gatwick,London,United Kingdom,0.349,51.246,Queen Alia Intl,Amman,Jordan,36.655,32.204,easyJet,United Kingdom,3624
Gatwick,London,United Kingdom,0.349,51.246,Schiphol,Amsterdam,Netherlands,5.273,52.514,easyJet,United Kingdom,366
Gatwick,London,United Kingdom,0.349,51.246,Eleftherios Venizelos Intl,Athens,Greece,24.574,38.56,easyJet,United Kingdom,2354
Gatwick,London,United Kingdom,0.349,51.246,Barcelona,Barcelona,Spain,2.13,41.495,easyJet,United Kingdom,1092
Gatwick,London,United Kingdom,0.349,51.246,Aldergrove,Belfast,United Kingdom,-5.694,55.095,easyJet,United Kingdom,587
Gatwick,London,United Kingdom,0.349,51.246,Bologna,Bologna,Italy,11.481,44.892,easyJet,United Kingdom,1085
Gatwick,London,United Kingdom,0.349,51.246,Merignac,Bordeaux,France,-0.526,45.38,easyJet,United Kingdom,655
Gatwick,London,United Kingdom,0.349,51.246,EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,easyJet,United Kingdom,652
Gatwick,London,United Kingdom,0.349,51.246,Ferihegy,Budapest,Hungary,19.425,47.728,easyJet,United Kingdom,1427
Gatwick,London,United Kingdom,0.349,51.246,Koln Bonn,Cologne,Germany,7.237,51.443,easyJet,United Kingdom,478
Gatwick,London,United Kingdom,0.349,51.246,Kastrup,Copenhagen,Denmark,13.093,56.029,easyJet,United Kingdom,992
Gatwick,London,United Kingdom,0.349,51.246,Catania Fontanarossa,Catania,Italy,15.11,37.777,easyJet,United Kingdom,1893
Gatwick,London,United Kingdom,0.349,51.246,Dusseldorf,Duesseldorf,Germany,7.277,51.482,easyJet,United Kingdom,481
Gatwick,London,United Kingdom,0.349,51.246,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,easyJet,United Kingdom,631
Gatwick,London,United Kingdom,0.349,51.246,Faro,Faro,Portugal,-7.944,37.024,easyJet,United Kingdom,1711
Gatwick,London,United Kingdom,0.349,51.246,Fiumicino,Rome,Italy,12.417,42.34,easyJet,United Kingdom,1347
Gatwick,London,United Kingdom,0.349,51.246,Madeira,Funchal,Portugal,-16.625,33.163,easyJet,United Kingdom,2436
Gatwick,London,United Kingdom,0.349,51.246,Gibraltar,Gibraltar,Gibraltar,-4.917,36.252,easyJet,United Kingdom,1719
Gatwick,London,United Kingdom,0.349,51.246,Glasgow,Glasgow,United Kingdom,-4.056,56.453,easyJet,United Kingdom,646
Gatwick,London,United Kingdom,0.349,51.246,Saint Geoirs,Grenoble,France,5.548,45.604,easyJet,United Kingdom,734
Gatwick,London,United Kingdom,0.349,51.246,Landvetter,Gothenborg,Sweden,12.466,58.104,easyJet,United Kingdom,1087
Gatwick,London,United Kingdom,0.349,51.246,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,easyJet,United Kingdom,687
Gatwick,London,United Kingdom,0.349,51.246,Hamburg,Hamburg,Germany,10.647,54.05,easyJet,United Kingdom,760
Gatwick,London,United Kingdom,0.349,51.246,Hurghada Intl,Hurghada,Egypt,34.332,27.297,easyJet,United Kingdom,3894
Gatwick,London,United Kingdom,0.349,51.246,Innsbruck,Innsbruck,Austria,11.573,47.433,easyJet,United Kingdom,915
Gatwick,London,United Kingdom,0.349,51.246,Inverness,Inverness,United Kingdom,-3.413,57.904,easyJet,United Kingdom,778
Gatwick,London,United Kingdom,0.349,51.246,Balice,Krakow,Poland,20.308,50.129,easyJet,United Kingdom,1407
Gatwick,London,United Kingdom,0.349,51.246,Larnaca,Larnaca,Cyprus,34.041,35.458,easyJet,United Kingdom,3198
Gatwick,London,United Kingdom,0.349,51.246,Almeria,Almeria,Spain,-1.951,37.406,easyJet,United Kingdom,1549
Gatwick,London,United Kingdom,0.349,51.246,Linate,Milan,Italy,9.461,45.741,easyJet,United Kingdom,907
Gatwick,London,United Kingdom,0.349,51.246,Lisboa,Lisbon,Portugal,-8.56,39.302,easyJet,United Kingdom,1497
Gatwick,London,United Kingdom,0.349,51.246,Gran Canaria,Gran Canaria,Spain,-14.978,28.553,easyJet,United Kingdom,2828
Gatwick,London,United Kingdom,0.349,51.246,Luxor Intl,Luxor,Egypt,33.177,26.118,easyJet,United Kingdom,3931
Gatwick,London,United Kingdom,0.349,51.246,Saint Exupery,Lyon,France,5.151,46.21,easyJet,United Kingdom,661
Gatwick,London,United Kingdom,0.349,51.246,Barajas,Madrid,Spain,-3.278,40.822,easyJet,United Kingdom,1192
Gatwick,London,United Kingdom,0.349,51.246,Murcia San Javier,Murcia,Spain,-0.688,38.291,easyJet,United Kingdom,1442
Gatwick,London,United Kingdom,0.349,51.246,Luqa,Malta,Malta,14.795,36.429,easyJet,United Kingdom,2006
Gatwick,London,United Kingdom,0.349,51.246,Mediterranee,Montpellier,France,4.605,43.96,easyJet,United Kingdom,870
Gatwick,London,United Kingdom,0.349,51.246,Provence,Marseille,France,5.356,43.725,easyJet,United Kingdom,916
Gatwick,London,United Kingdom,0.349,51.246,Franz Josef Strauss,Munich,Germany,12.31,48.589,easyJet,United Kingdom,904
Gatwick,London,United Kingdom,0.349,51.246,Malpensa,Milano,Italy,9.213,46.051,easyJet,United Kingdom,869
Gatwick,London,United Kingdom,0.349,51.246,Capodichino,Naples,Italy,14.484,41.476,easyJet,United Kingdom,1530
Gatwick,London,United Kingdom,0.349,51.246,Cote D Azur,Nice,France,7.359,44.097,easyJet,United Kingdom,951
Gatwick,London,United Kingdom,0.349,51.246,Porto,Porto,Portugal,-8.469,41.413,easyJet,United Kingdom,1284
Gatwick,London,United Kingdom,0.349,51.246,Pafos Intl,Paphos,Cyprus,32.809,35.196,easyJet,United Kingdom,3138
Gatwick,London,United Kingdom,0.349,51.246,Son Sant Joan,Palma de Mallorca,Spain,3.212,39.922,easyJet,United Kingdom,1278
Gatwick,London,United Kingdom,0.349,51.246,Palermo,Palermo,Italy,13.151,38.293,easyJet,United Kingdom,1754
Gatwick,London,United Kingdom,0.349,51.246,Ruzyne,Prague,Czech Republic,14.433,50.168,easyJet,United Kingdom,997
Gatwick,London,United Kingdom,0.349,51.246,Pisa,Pisa,Italy,10.654,44.139,easyJet,United Kingdom,1102
Gatwick,London,United Kingdom,0.349,51.246,Menara,Marrakech,Morocco,-7.394,32.011,easyJet,United Kingdom,2230
Gatwick,London,United Kingdom,0.349,51.246,Makedonia,Thessaloniki,Greece,23.618,40.866,easyJet,United Kingdom,2120
Gatwick,London,United Kingdom,0.349,51.246,Sofia,Sofia,Bulgaria,23.676,43.158,easyJet,United Kingdom,1966
Gatwick,London,United Kingdom,0.349,51.246,Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,34.658,28.628,easyJet,United Kingdom,3798
Gatwick,London,United Kingdom,0.349,51.246,Sevilla,Sevilla,Spain,-5.822,37.696,easyJet,United Kingdom,1582
Gatwick,London,United Kingdom,0.349,51.246,Schonefeld,Berlin,Germany,13.87,52.633,easyJet,United Kingdom,938
Gatwick,London,United Kingdom,0.349,51.246,Salzburg,Salzburg,Austria,13.007,48.322,easyJet,United Kingdom,963
Gatwick,London,United Kingdom,0.349,51.246,Tenerife Sur,Tenerife,Spain,-16.288,28.074,easyJet,United Kingdom,2928
Gatwick,London,United Kingdom,0.349,51.246,Blagnac,Toulouse,France,1.606,44.048,easyJet,United Kingdom,805
Gatwick,London,United Kingdom,0.349,51.246,Venezia Tessera,Venice,Italy,12.586,45.842,easyJet,United Kingdom,1080
Gatwick,London,United Kingdom,0.349,51.246,Schwechat,Vienna,Austria,16.949,48.183,easyJet,United Kingdom,1238
Gatwick,London,United Kingdom,0.349,51.246,Valencia,Valencia,Spain,-0.137,39.815,easyJet,United Kingdom,1271
Gatwick,London,United Kingdom,0.349,51.246,Villafranca,Villafranca,Italy,11.48,45.659,easyJet,United Kingdom,1027
Gatwick,London,United Kingdom,0.349,51.246,Zagreb,Zagreb,Croatia,16.114,46.238,easyJet,United Kingdom,1279
Gatwick,London,United Kingdom,0.349,51.246,Zurich,Zurich,Switzerland,8.915,47.774,easyJet,United Kingdom,728
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Lanzarote,Las Palmas,Spain,-13.343,29.575,easyJet,United Kingdom,2801
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Malaga,Malaga,Spain,-4.166,37.124,easyJet,United Kingdom,1830
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Alicante,Alicante,Spain,-0.264,38.47,easyJet,United Kingdom,1688
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Schiphol,Amsterdam,Netherlands,5.273,52.514,easyJet,United Kingdom,548
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Barcelona,Barcelona,Spain,2.13,41.495,easyJet,United Kingdom,1389
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Aldergrove,Belfast,United Kingdom,-5.694,55.095,easyJet,United Kingdom,256
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Brussels Natl,Brussels,Belgium,4.807,51.502,easyJet,United Kingdom,559
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Charles De Gaulle,Paris,France,2.916,49.021,easyJet,United Kingdom,639
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Faro,Faro,Portugal,-7.944,37.024,easyJet,United Kingdom,1881
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Fuerteventura,Fuerteventura,Spain,-13.773,28.754,easyJet,United Kingdom,2900
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Gibraltar,Gibraltar,Gibraltar,-4.917,36.252,easyJet,United Kingdom,1931
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Saint Geoirs,Grenoble,France,5.548,45.604,easyJet,United Kingdom,1065
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,easyJet,United Kingdom,1018
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Innsbruck,Innsbruck,Austria,11.573,47.433,easyJet,United Kingdom,1217
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Isle Of Man,Isle Of Man,Isle of Man,-4.374,54.138,easyJet,United Kingdom,124
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Jersey,Jersey,Jersey,-1.66,49.346,easyJet,United Kingdom,474
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Balice,Krakow,Poland,20.308,50.129,easyJet,United Kingdom,1621
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Saint Exupery,Lyon,France,5.151,46.21,easyJet,United Kingdom,992
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Barajas,Madrid,Spain,-3.278,40.822,easyJet,United Kingdom,1416
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Luqa,Malta,Malta,14.795,36.429,easyJet,United Kingdom,2337
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Cote D Azur,Nice,France,7.359,44.097,easyJet,United Kingdom,1283
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Son Sant Joan,Palma de Mallorca,Spain,3.212,39.922,easyJet,United Kingdom,1581
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Schonefeld,Berlin,Germany,13.87,52.633,easyJet,United Kingdom,1111
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Salzburg,Salzburg,Austria,13.007,48.322,easyJet,United Kingdom,1244
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Tallinn,Tallinn-ulemiste International,Estonia,25.388,59.688,easyJet,United Kingdom,1834
Luton,London,United Kingdom,0.052,52.457,Dyce,Aberdeen,United Kingdom,-1.663,57.336,easyJet,United Kingdom,553
Luton,London,United Kingdom,0.052,52.457,Malaga,Malaga,Spain,-4.166,37.124,easyJet,United Kingdom,1736
Luton,London,United Kingdom,0.052,52.457,Alicante,Alicante,Spain,-0.264,38.47,easyJet,United Kingdom,1555
Luton,London,United Kingdom,0.052,52.457,Schiphol,Amsterdam,Netherlands,5.273,52.514,easyJet,United Kingdom,353
Luton,London,United Kingdom,0.052,52.457,Barcelona,Barcelona,Spain,2.13,41.495,easyJet,United Kingdom,1229
Luton,London,United Kingdom,0.052,52.457,Aldergrove,Belfast,United Kingdom,-5.694,55.095,easyJet,United Kingdom,477
Luton,London,United Kingdom,0.052,52.457,Merignac,Bordeaux,France,-0.526,45.38,easyJet,United Kingdom,788
Luton,London,United Kingdom,0.052,52.457,Ferihegy,Budapest,Hungary,19.425,47.728,easyJet,United Kingdom,1473
Luton,London,United Kingdom,0.052,52.457,Charles De Gaulle,Paris,France,2.916,49.021,easyJet,United Kingdom,431
Luton,London,United Kingdom,0.052,52.457,Dortmund,Dortmund,Germany,8.02,51.863,easyJet,United Kingdom,547
Luton,London,United Kingdom,0.052,52.457,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,easyJet,United Kingdom,497
Luton,London,United Kingdom,0.052,52.457,Faro,Faro,Portugal,-7.944,37.024,easyJet,United Kingdom,1825
Luton,London,United Kingdom,0.052,52.457,Glasgow,Glasgow,United Kingdom,-4.056,56.453,easyJet,United Kingdom,517
Luton,London,United Kingdom,0.052,52.457,Saint Geoirs,Grenoble,France,5.548,45.604,easyJet,United Kingdom,860
Luton,London,United Kingdom,0.052,52.457,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,easyJet,United Kingdom,806
Luton,London,United Kingdom,0.052,52.457,Hamburg,Hamburg,Germany,10.647,54.05,easyJet,United Kingdom,725
Luton,London,United Kingdom,0.052,52.457,Inverness,Inverness,United Kingdom,-3.413,57.904,easyJet,United Kingdom,644
